epoch,rIndex
1485558000.0,1.3432598166526586
1485579600.0,nan
1485601200.0,1.3432555606257075
1485622800.0,1.3429962113198073
1485644400.0,1.343299510506018
1485666000.0,1.3428847962397759
1485687600.0,1.3430236727977416
1485709200.0,1.3433291678511277
1485730800.0,1.343140643986093
1485752400.0,nan
1485774000.0,1.3431015050206905
1485795600.0,1.342995046938208
1485817200.0,1.3430855994564423
1485838800.0,nan
1485860400.0,1.3431456818412082
1485882000.0,1.3431042296979396
1485903600.0,1.3429575882846814
1485925200.0,nan
1485946800.0,1.3430906013973947
1485968400.0,1.3432074922151547
1485990000.0,1.343202637857155
1486011600.0,nan
1486033200.0,1.3431562629792257
1486054800.0,1.3431256134625826
1486076400.0,1.343224902443278
1486098000.0,nan
1486119600.0,1.3431934575969298
1486141200.0,1.3433269111883148
1486162800.0,1.343338271428066
1486184400.0,nan
1486206000.0,1.3431062788830463
1486227600.0,1.34320811425256
1486249200.0,1.3432954365594556
1486270800.0,nan
1486292400.0,1.3432802764235021
1486314000.0,1.3432833849603592
1486335600.0,1.3431742442836436
1486357200.0,nan
1486378800.0,1.3429939345576967
1486400400.0,1.3430376957180972
1486422000.0,1.3431194923398766
1486443600.0,nan
1486465200.0,1.343212401549906
1486486800.0,1.3430196983139386
1486508400.0,1.3431235121895373
1486530000.0,1.3429233255062392
1486551600.0,1.3429613100701052
1486573200.0,1.343019179986172
1486594800.0,1.3431013876979114
1486616400.0,nan
1486638000.0,1.3431322693099377
1486659600.0,1.343187719746953
1486681200.0,1.3430579758826446
1486702800.0,nan
1486724400.0,nan
1486746000.0,1.342943007413932
1486767600.0,nan
1486789200.0,nan
1486810800.0,1.342929483566456
1486832400.0,1.3430151874782263
1486854000.0,1.3430280498811569
1486875600.0,nan
1486897200.0,1.343124016775384
1486918800.0,1.3429278412398642
1486940400.0,1.3431044241328742
1486962000.0,nan
1486983600.0,1.3430844499855081
1487005200.0,1.3430567494507768
1487026800.0,1.3430787672252296
1487048400.0,nan
1487070000.0,1.3431821297850477
1487091600.0,1.3431735361400647
1487113200.0,1.3431686270015821
1487134800.0,nan
1487156400.0,1.3430755117576074
1487178000.0,1.3432905153887296
1487199600.0,1.343116790956859
1487221200.0,nan
1487242800.0,1.34294261257699
1487264400.0,1.3431236522398966
1487286000.0,1.34306673193718
1487307600.0,1.342937489550544
1487329200.0,1.3431564419671707
1487350800.0,1.3429556895548649
1487372400.0,1.3431236716382262
1487394000.0,nan
1487415600.0,1.343211477216894
1487437200.0,1.343153858486099
1487458800.0,1.3430167890889078
1487480400.0,nan
1487502000.0,1.343204765167378
1487523600.0,1.3430617944966508
1487545200.0,1.3430529362359551
1487566800.0,nan
1487588400.0,1.343119959707569
1487610000.0,1.3430973614516124
1487631600.0,1.343126923505466
1487653200.0,nan
1487674800.0,1.3429774964980834
1487696400.0,1.3431781470365793
1487718000.0,1.3431404319838143
1487739600.0,1.3435386592431038
1487761200.0,1.3431006313009615
1487782800.0,1.3431887967420097
1487804400.0,1.3431545316383666
1487826000.0,nan
1487847600.0,1.3431192265543048
1487869200.0,1.3430475704514817
1487890800.0,1.3431051841802077
1487912400.0,nan
1487934000.0,1.3429868494387798
1487955600.0,1.3431737947874987
1487977200.0,nan
1487998800.0,nan
1488020400.0,1.3432563358929985
1488042000.0,1.343045363568178
1488063600.0,1.3431306223403525
1488085200.0,nan
1488106800.0,1.343113994179584
1488128400.0,1.3432496150150137
1488150000.0,1.3430580179511558
1488171600.0,nan
1488193200.0,1.3432388080199902
1488214800.0,1.343043702135898
1488236400.0,1.3432018436874915
1488258000.0,nan
1488279600.0,1.343042444433963
1488301200.0,1.3430603806689965
1488322800.0,1.343038941632039
1488344400.0,nan
1488366000.0,1.3430545268781646
1488387600.0,1.342971820664246
1488409200.0,1.3431203858011949
1488430800.0,1.343007324279776
1488452400.0,1.3431726617056547
1488474000.0,1.3429819368
1488495600.0,nan
1488517200.0,1.34298571103
1488538800.0,1.343352053939734
1488560400.0,1.343247513568553
1488582000.0,1.3433966534522785
1488603600.0,nan
1488625200.0,1.343140581843652
1488646800.0,1.3431989128025639
1488668400.0,1.343050214328124
1488690000.0,nan
1488711600.0,1.34318625332657
1488733200.0,1.343358896661426
1488754800.0,1.3432616719805215
1488776400.0,nan
1488798000.0,1.3432589610454644
1488819600.0,1.34314341542736
1488841200.0,1.3430882623547118
1488862800.0,nan
1488884400.0,1.3430247418023245
1488906000.0,1.3430468867370506
1488927600.0,1.343212435958989
1488949200.0,1.3435581214292516
1488970800.0,1.3432393738244695
1488992400.0,1.3430440373453199
1489014000.0,1.3431393579788515
1489035600.0,nan
1489057200.0,1.343145097053845
1489078800.0,1.3432439885231588
1489100400.0,1.3430477655670987
1489122000.0,nan
1489143600.0,1.3432406774362229
1489165200.0,1.3430534739328879
1489186800.0,1.3432088449576942
1489208400.0,nan
1489230000.0,1.3431715095874033
1489251600.0,1.3431207189288241
1489273200.0,1.343067588545166
1489294800.0,nan
1489312800.0,1.3430899538747254
1489334400.0,1.3433191944893688
1489356000.0,1.3431991946321251
1489377600.0,1.3430076129523199
1489399200.0,1.343330129996916
1489420800.0,1.3430697006302919
1489442400.0,1.3432875659851782
1489464000.0,1.343052067785888
1489485600.0,1.3432226834195873
1489507200.0,1.3432050844621797
1489528800.0,1.3431273768354655
1489550400.0,nan
1489572000.0,1.3432654171802314
1489593600.0,1.3430773068273172
1489615200.0,1.3431766356507475
1489636800.0,nan
1489658400.0,1.3431723243493403
1489680000.0,1.3430880347366518
1489701600.0,1.343273688219247
1489723200.0,nan
1489744800.0,1.343198862794456
1489766400.0,1.3431815908215965
1489788000.0,1.3433563785105305
1489809600.0,nan
1489831200.0,1.3432124749303014
1489852800.0,1.3433753037846632
1489874400.0,1.3431003485561241
1489896000.0,nan
1489917600.0,1.3433827807328667
1489939200.0,1.3431077275656438
1489960800.0,1.3431748386253715
1489982400.0,nan
1490004000.0,1.343403001924486
1490025600.0,1.3432181795654783
1490047200.0,1.3433627571682216
1490068800.0,nan
1490090400.0,1.343154770487339
1490112000.0,1.343160726222748
1490133600.0,1.3431413308180127
1490155200.0,nan
1490176800.0,1.3432614001157683
1490198400.0,1.3432955382862668
1490220000.0,1.3432328486713958
1490241600.0,nan
1490263200.0,1.343052574525616
1490284800.0,1.343106849135605
1490306400.0,1.343283110264513
1490328000.0,nan
1490349600.0,1.3431760291901447
1490371200.0,1.3432688264787778
1490392800.0,1.343256006239479
1490414400.0,nan
1490436000.0,1.3432597680388887
1490457600.0,1.3434455934494296
1490479200.0,1.3432859530547763
1490500800.0,nan
1490522400.0,1.343103673275953
1490544000.0,1.3431720339985558
1490565600.0,1.3431564221982584
1490587200.0,nan
1490608800.0,1.3433617153469786
1490630400.0,1.3433263276933964
1490652000.0,1.3433377964242834
1490673600.0,nan
1490695200.0,1.3431306692799878
1490716800.0,1.343337567527412
1490738400.0,1.3432484020807927
1490760000.0,nan
1490781600.0,1.3432227348865051
1490803200.0,1.343256738086246
1490824800.0,1.3432152548549323
1490846400.0,nan
1490868000.0,nan
1490889600.0,1.3432145275506853
1490911200.0,1.3431711710249918
1490932800.0,nan
1490954400.0,1.3432072298467288
1490976000.0,1.3432112137967929
1490997600.0,1.343188268613731
1491019200.0,nan
1491040800.0,nan
1491062400.0,1.3430957072749918
1491084000.0,1.3432987518020718
1491105600.0,nan
1491127200.0,1.34312358695
1491148800.0,1.343098260263878
1491170400.0,1.3431458174067628
1491192000.0,nan
1491213600.0,1.3431112105203096
1491235200.0,1.3433468324620474
1491256800.0,1.34312288245083
1491278400.0,nan
1491300000.0,1.343181012438711
1491321600.0,1.3431108244796304
1491343200.0,1.3433549825111157
1491364800.0,nan
1491386400.0,1.343295093875426
1491408000.0,1.3431539544583624
1491429600.0,1.3431940684819201
1491451200.0,nan
1491472800.0,1.3431550329914324
1491494400.0,1.3431022557201737
1491516000.0,1.3432597227790137
1491537600.0,nan
1491559200.0,1.3432746410096719
1491580800.0,1.34327688537896
1491602400.0,1.3433039249087628
1491624000.0,nan
1491645600.0,1.3430456349275033
1491667200.0,nan
1491688800.0,1.3433033267560293
1491710400.0,nan
1491732000.0,1.343245804821434
1491753600.0,1.3433119343176263
1491775200.0,1.3432286614503108
1491796800.0,nan
1491818400.0,1.3431232992443654
1491840000.0,1.3432159561283785
1491861600.0,1.3433265405117176
1491883200.0,1.3431377265450197
1491904800.0,1.3430947711999999
1491926400.0,1.3431533999809198
1491948000.0,1.3432989409072802
1491969600.0,nan
1491991200.0,1.3430979466145776
1492012800.0,1.3433174089349134
1492034400.0,1.3434419725762397
1492056000.0,nan
1492077600.0,1.343223100258487
1492099200.0,1.3432644307966357
1492120800.0,1.343302123863994
1492142400.0,nan
1492164000.0,1.3433426326480178
1492185600.0,1.3432152639210373
1492207200.0,1.34323501793905
1492228800.0,nan
1492250400.0,nan
1492272000.0,nan
1492293600.0,1.3431388633167198
1492315200.0,nan
1492336800.0,1.3431349272426003
1492358400.0,1.3432098236196943
1492380000.0,1.3432467690697183
1492401600.0,nan
1492423200.0,1.3431366518370866
1492444800.0,1.3432310602792918
1492466400.0,1.3432361241507602
1492488000.0,nan
1492509600.0,1.3434602419233348
1492531200.0,1.343083125192527
1492552800.0,1.343182560760681
1492574400.0,nan
1492596000.0,1.3432315434256916
1492617600.0,1.3430633305162294
1492639200.0,1.3432101655323938
1492660800.0,nan
1492682400.0,1.3430660335882958
1492704000.0,1.3431861347877343
1492725600.0,1.343256336828667
1492747200.0,nan
1492768800.0,1.343102066372564
1492790400.0,1.343334581910347
1492812000.0,1.3430931502444048
1492833600.0,nan
1492855200.0,1.3432824723879964
1492876800.0,1.3430841653746055
1492898400.0,1.3431973609242709
1492920000.0,nan
1492941600.0,1.3431256913550222
1492963200.0,1.343240400829461
1492984800.0,1.3431041220118334
1493006400.0,nan
1493028000.0,1.343110118955974
1493049600.0,1.3432322650000994
1493071200.0,1.3431200316089023
1493092800.0,nan
1493114400.0,1.343132441038767
1493136000.0,1.3430564551317514
1493157600.0,1.343165019824322
1493179200.0,nan
1493200800.0,1.343131698440895
1493222400.0,1.343287372153977
1493244000.0,1.3430995426932166
1493265600.0,nan
1493287200.0,1.343155664171446
1493308800.0,1.343146784242777
1493330400.0,1.3431548812909428
1493352000.0,nan
1493373600.0,1.3432856726415867
1493395200.0,1.343077766557465
1493416800.0,nan
1493438400.0,nan
1493460000.0,1.3431176803864577
1493481600.0,1.3430739705760828
1493503200.0,1.3431194083551061
1493524800.0,nan
1493546400.0,1.34309977033687
1493568000.0,1.3430960519877295
1493589600.0,1.3431452737330354
1493611200.0,nan
1493632800.0,1.3432322996626638
1493654400.0,1.3431311014566725
1493676000.0,1.3431649096112708
1493697600.0,nan
1493719200.0,1.34294332652302
1493740800.0,1.3431303071925662
1493762400.0,1.3431147592885555
1493784000.0,nan
1493805600.0,1.343260648761461
1493827200.0,1.3432047909120544
1493848800.0,1.3433092676654699
1493870400.0,nan
1493892000.0,1.3431520703766797
1493913600.0,1.3429932229531722
1493935200.0,1.3432103565491895
1493956800.0,nan
1493978400.0,1.3431054507800027
1494000000.0,1.3431161532209122
1494021600.0,1.3432496779395604
1494043200.0,nan
1494064800.0,1.3431246261498344
1494086400.0,1.343087556623604
1494108000.0,1.3432069538824152
1494129600.0,nan
1494151200.0,1.3429969535456698
1494172800.0,1.343028149447911
1494194400.0,1.3431763414758289
1494216000.0,nan
1494237600.0,1.3432225917608207
1494259200.0,1.342932680938558
1494280800.0,1.3429411814750984
1494302400.0,nan
1494324000.0,1.343095650733006
1494345600.0,1.3431551526361625
1494367200.0,1.3431252019860405
1494388800.0,1.3429362603676351
1494410400.0,1.3431580453919096
1494432000.0,1.3432188138268575
1494453600.0,1.3432011243970685
1494475200.0,1.343511838447791
1494496800.0,1.3430306149344473
1494518400.0,1.3430227664128622
1494540000.0,1.3431391280893967
1494561600.0,nan
1494583200.0,1.3432188532714542
1494604800.0,1.343175586890922
1494626400.0,1.3431938063974593
1494648000.0,nan
1494669600.0,1.34287787711
1494691200.0,1.3430069931232815
1494712800.0,1.3433050685966659
1494734400.0,nan
1494756000.0,1.3432017587156218
1494777600.0,1.343043405702351
1494799200.0,1.343325134244698
1494820800.0,nan
1494842400.0,1.3430380967822202
1494864000.0,1.3431580391111715
1494885600.0,1.3432609369619997
1494907200.0,nan
1494928800.0,1.3429536373912399
1494950400.0,1.3431581316555161
1494972000.0,1.3432134132944507
1494993600.0,nan
1495015200.0,1.3431146211764637
1495036800.0,nan
1495058400.0,1.3431942596671866
1495080000.0,nan
1495101600.0,1.343261095040028
1495123200.0,1.3434438648257467
1495144800.0,1.3433086106209136
1495166400.0,nan
1495188000.0,1.3432616295227036
1495209600.0,1.342979987023156
1495231200.0,1.3432786528247103
1495252800.0,nan
1495274400.0,1.3433186395058696
1495296000.0,1.3430897032124796
1495317600.0,1.3431772105448856
1495339200.0,1.3431324444310795
1495360800.0,1.3431894034077931
1495382400.0,1.3434559783420097
1495404000.0,1.3432562509814623
1495425600.0,nan
1495447200.0,1.343384617153683
1495468800.0,1.3434459578314832
1495490400.0,1.3433429997558934
1495512000.0,nan
1495533600.0,1.3433665446916354
1495555200.0,1.3432516497263547
1495576800.0,1.343272480460211
1495598400.0,nan
1495620000.0,1.3435461895265097
1495641600.0,1.3431597632210739
1495663200.0,1.3430883667352467
1495684800.0,nan
1495706400.0,1.3434396144077456
1495728000.0,1.3433862315197538
1495749600.0,1.3434476376787394
1495771200.0,nan
1495792800.0,1.3432209383521756
1495814400.0,1.3431064295662645
1495836000.0,1.342960539005608
1495857600.0,nan
1495879200.0,1.3432984878709242
1495900800.0,1.3434763579957536
1495922400.0,1.3432506848932209
1495944000.0,1.3436764236639416
1495965600.0,1.3429602814899635
1495987200.0,1.343698138372338
1496008800.0,1.3431323507532524
1496030400.0,nan
1496052000.0,1.3431062814786405
1496073600.0,1.3432536282299972
1496095200.0,1.3433272615705936
1496116800.0,nan
1496138400.0,1.3432245946392747
1496160000.0,1.3432910438172694
1496181600.0,1.3432860138436995
1496203200.0,nan
1496224800.0,1.3431289438123655
1496246400.0,1.3432219375846441
1496268000.0,1.3430870786089235
1496289600.0,nan
1496311200.0,1.3433771734878617
1496332800.0,1.3432267994547265
1496354400.0,1.3431077785730825
1496376000.0,1.3432257502520237
1496397600.0,1.3434264616307163
1496419200.0,1.343524005573207
1496440800.0,1.3431371482229049
1496462400.0,nan
1496484000.0,1.3433671429572707
1496505600.0,1.3433255981251144
1496527200.0,1.3433456819261442
1496548800.0,nan
1496570400.0,1.343560764060568
1496592000.0,1.343178244296789
1496613600.0,1.3431882006055036
1496635200.0,nan
1496656800.0,1.3432327211440298
1496678400.0,1.3430092434329255
1496700000.0,1.3432349810447173
1496721600.0,nan
1496743200.0,1.3432307180809042
1496764800.0,1.3435911347677376
1496786400.0,1.3433437180509937
1496808000.0,nan
1496829600.0,1.3433509203169023
1496851200.0,1.3434892998426966
1496872800.0,1.3434677851675947
1496894400.0,nan
1496916000.0,1.343369000847224
1496937600.0,nan
1496959200.0,1.3430612503427697
1496980800.0,1.343232929866736
1497002400.0,1.3432127767615036
1497024000.0,1.3431724630496549
1497045600.0,1.3432031744524315
1497067200.0,nan
1497088800.0,1.343228703472984
1497110400.0,1.343126851780112
1497132000.0,1.343120185755577
1497153600.0,nan
1497175200.0,1.343399796971416
1497196800.0,1.3429005215100875
1497218400.0,1.343132583986669
1497240000.0,1.343154818738376
1497261600.0,1.3429225026933598
1497283200.0,1.3431888627521973
1497304800.0,1.3430693280486508
1497326400.0,nan
1497348000.0,1.3433204979881517
1497369600.0,1.3432426115137686
1497391200.0,1.3433699727296065
1497412800.0,nan
1497434400.0,1.3430996015428025
1497456000.0,1.3432595401181033
1497477600.0,1.3429204930785996
1497499200.0,nan
1497520800.0,1.3434301830841904
1497542400.0,1.3434351611708117
1497564000.0,1.3433833840092364
1497585600.0,nan
1497607200.0,1.3432134143139374
1497628800.0,1.3433488241137246
1497650400.0,1.343319403764593
1497672000.0,nan
1497693600.0,1.343264448644047
1497715200.0,1.3429993135045946
1497736800.0,1.343141234005254
1497758400.0,nan
1497780000.0,1.3429467457877824
1497801600.0,1.343074149196412
1497823200.0,1.3432354985346562
1497844800.0,nan
1497866400.0,1.3430512642089358
1497888000.0,1.3432728771694769
1497909600.0,1.343264996686603
1497931200.0,nan
1497952800.0,1.3431817783704934
1497974400.0,1.3434170835220791
1497996000.0,1.3433963521690757
1498017600.0,nan
1498039200.0,1.3433188482018354
1498060800.0,1.3433519276339267
1498082400.0,1.3430632431939198
1498104000.0,nan
1498125600.0,1.3428235599909197
1498147200.0,1.3433391314000256
1498168800.0,1.3431559219070357
1498190400.0,nan
1498212000.0,1.343258221767925
1498233600.0,1.3432054012455705
1498255200.0,1.3432415828054947
1498276800.0,nan
1498298400.0,1.3431267756992182
1498320000.0,1.3428383159190382
1498341600.0,1.3430388399972064
1498363200.0,nan
1498384800.0,1.3435626727505494
1498406400.0,1.34277919192872
1498428000.0,1.3432495572794318
1498449600.0,nan
1498471200.0,1.3430314714009146
1498492800.0,1.3431909751093174
1498514400.0,1.3434556943601839
1498536000.0,nan
1498557600.0,1.343059041400473
1498579200.0,1.3428986579570774
1498600800.0,1.342874660589368
1498622400.0,nan
1498644000.0,1.3431056358449227
1498665600.0,1.3431902421048043
1498687200.0,1.342848594220965
1498708800.0,nan
1498730400.0,1.343227450050656
1498752000.0,1.3432386795751223
1498773600.0,1.343274033759147
1498795200.0,nan
1498816800.0,1.343281073080687
1498838400.0,1.3426217300090708
1498860000.0,1.3430282769701083
1498881600.0,nan
1498903200.0,1.3428704407841026
1498924800.0,1.3427900569240425
1498946400.0,1.3430825694103443
1498968000.0,nan
1498989600.0,1.3429150872490399
1499011200.0,1.3434070329713883
1499032800.0,1.3433595117328896
1499054400.0,nan
1499076000.0,1.3425468926265465
1499097600.0,1.342942354321954
1499119200.0,1.343114642798656
1499140800.0,nan
1499162400.0,1.3432892760850894
